camNum	frameNum	sysClock	buffer
0	418	13978	1
0	419	14010	1
0	420	14042	1
0	421	14074	1
0	422	14106	1
0	423	14154	1
0	424	14186	1
0	425	14218	1
0	426	14250	1
0	427	14282	1
0	428	14314	1
0	429	14346	1
0	430	14378	1
0	431	14410	1
0	432	14442	1
0	433	14490	1
0	434	14522	1
0	435	14554	1
0	436	14586	1
0	437	14618	1
0	438	14650	1
0	439	14682	1
0	440	14714	1
0	441	14746	1
0	442	14792	1
0	443	14826	1
0	444	14858	1
0	445	14890	1
0	446	14922	1
0	447	14954	1
0	448	14986	1
0	449	15018	1
0	450	15050	1
0	451	15082	1
0	452	15114	1
0	453	15162	1
0	454	15194	1
0	455	15226	1
0	456	15258	1
0	457	15290	1
0	458	15322	1
0	459	15354	1
0	460	15386	1
0	461	15418	1
0	462	15450	1
0	463	15482	1
0	464	15530	1
0	465	15562	1
0	466	15594	1
0	467	15626	1
0	468	15658	1
0	469	15690	1
0	470	15722	1
0	471	15754	1
0	472	15786	1
0	473	15818	1
0	474	15866	1
0	475	15898	1
0	476	15931	1
0	477	15963	1
0	478	15994	1
0	479	16026	1
0	480	16058	1
0	481	16090	1
0	482	16122	1
0	483	16154	1
0	484	16202	1
0	485	16234	1
0	486	16266	1
0	487	16298	1
0	488	16330	1
0	489	16362	1
0	490	16394	1
0	491	16426	1
0	492	16458	1
0	493	16490	1
0	494	16538	1
0	495	16570	1
0	496	16602	1
0	497	16634	1
0	498	16666	1
0	499	16698	1
0	500	16730	1
0	501	16762	1
0	502	16794	1
0	503	16826	1
0	504	16874	1
0	505	16906	1
0	506	16938	1
0	507	16970	1
0	508	17002	1
0	509	17034	1
0	510	17066	1
0	511	17098	1
0	512	17130	1
0	513	17162	1
0	514	17210	1
0	515	17242	1
0	516	17274	1
0	517	17306	1
0	518	17338	1
0	519	17370	1
0	520	17402	1
0	521	17434	1
0	522	17466	1
0	523	17498	1
0	524	17530	1
0	525	17578	1
0	526	17610	1
0	527	17642	1
0	528	17674	1
0	529	17706	1
0	530	17738	1
0	531	17770	1
0	532	17802	1
0	533	17834	1
0	534	17866	1
0	535	17914	1
0	536	17946	1
0	537	17978	1
0	538	18010	1
0	539	18042	1
0	540	18074	1
0	541	18106	1
0	542	18138	1
0	543	18170	1
0	544	18202	1
0	545	18250	1
0	546	18282	1
0	547	18314	1
0	548	18346	1
0	549	18378	1
0	550	18410	1
0	551	18442	1
0	552	18474	1
0	553	18506	1
0	554	18538	1
0	555	18586	1
0	556	18618	1
0	557	18650	1
0	558	18682	1
0	559	18714	1
0	560	18746	1
0	561	18778	1
0	562	18810	1
0	563	18842	1
0	564	18874	1
0	565	18922	1
0	566	18954	1
0	567	18986	1
0	568	19018	1
0	569	19050	1
0	570	19082	1
0	571	19114	1
0	572	19146	1
0	573	19178	1
0	574	19210	1
0	575	19242	1
0	576	19290	1
0	577	19322	1
0	578	19354	1
0	579	19386	1
0	580	19418	1
0	581	19450	1
0	582	19482	1
0	583	19514	1
0	584	19546	1
0	585	19578	1
0	586	19626	1
0	587	19658	1
0	588	19695	1
0	589	19722	1
0	590	19754	1
0	591	19786	1
0	592	19818	1
0	593	19850	1
0	594	19882	1
0	595	19914	1
0	596	19962	1
0	597	19994	1
0	598	20026	1
0	599	20058	1
0	600	20090	1
0	601	20122	1
0	602	20154	1
0	603	20186	1
0	604	20218	1
0	605	20250	1
0	606	20298	1
0	607	20330	1
0	608	20376	1
0	609	20394	1
0	610	20426	1
0	611	20458	1
0	612	20490	1
0	613	20522	1
0	614	20554	1
0	615	20586	1
0	616	20634	1
0	617	20666	1
0	618	20698	1
0	619	20730	1
0	620	20762	1
0	621	20794	1
0	622	20826	1
0	623	20858	1
0	624	20890	1
0	625	20922	1
0	626	20954	1
0	627	21002	1
0	628	21034	1
0	629	21066	1
0	630	21098	1
0	631	21130	1
0	632	21162	1
0	633	21194	1
0	634	21226	1
0	635	21258	1
0	636	21290	1
0	637	21338	1
0	638	21370	1
0	639	21402	1
0	640	21434	1
0	641	21466	1
0	642	21498	1
0	643	21530	1
0	644	21562	1
0	645	21594	1
0	646	21626	1
0	647	21674	1
0	648	21706	1
0	649	21738	1
0	650	21770	1
0	651	21802	1
0	652	21834	1
0	653	21866	1
0	654	21898	1
0	655	21930	1
0	656	21962	1
0	657	22010	1
0	658	22042	1
0	659	22074	1
0	660	22106	1
0	661	22138	1
0	662	22170	1
0	663	22202	1
0	664	22234	1
0	665	22266	1
0	666	22298	1
0	667	22346	1
0	668	22378	1
0	669	22410	1
0	670	22442	1
0	671	22474	1
0	672	22506	1
0	673	22538	1
0	674	22570	1
0	675	22602	1
0	676	22634	1
0	677	22682	1
0	678	22714	1
0	679	22746	1
0	680	22778	1
0	681	22811	1
0	682	22842	1
0	683	22874	1
0	684	22906	1
0	685	22938	1
0	686	22970	1
0	687	23002	1
0	688	23050	1
0	689	23082	1
0	690	23114	1
0	691	23146	1
0	692	23178	1
0	693	23210	1
0	694	23242	1
0	695	23274	1
0	696	23306	1
0	697	23338	1
0	698	23386	1
0	699	23418	1
0	700	23450	1
0	701	23482	1
0	702	23514	1
0	703	23546	1
0	704	23578	1
0	705	23610	1
0	706	23642	1
0	707	23674	1
0	708	23722	1
0	709	23754	1
0	710	23786	1
0	711	23818	1
0	712	23850	1
0	713	23882	1
0	714	23914	1
0	715	23946	1
0	716	23978	1
0	717	24010	1
0	718	24058	1
0	719	24090	1
0	720	24122	1
0	721	24154	1
0	722	24186	1
0	723	24218	1
0	724	24250	1
0	725	24282	1
0	726	24314	1
0	727	24346	1
0	728	24394	1
0	729	24426	1
0	730	24458	1
0	731	24490	1
0	732	24522	1
0	733	24554	1
0	734	24586	1
0	735	24618	1
0	736	24650	1
0	737	24682	1
0	738	24714	1
0	739	24762	1
0	740	24794	1
0	741	24826	1
0	742	24858	1
0	743	24890	1
0	744	24922	1
0	745	24954	1
0	746	24986	1
0	747	25018	1
0	748	25050	1
0	749	25098	1
0	750	25130	1
0	751	25162	1
0	752	25194	1
0	753	25226	1
0	754	25258	1
0	755	25290	1
0	756	25322	1
0	757	25354	1
0	758	25386	1
0	759	25434	1
0	760	25466	1
0	761	25498	1
0	762	25530	1
0	763	25562	1
0	764	25594	1
0	765	25626	1
0	766	25658	1
0	767	25690	1
0	768	25722	1
0	769	25770	1
0	770	25802	1
0	771	25834	1
0	772	25866	1
0	773	25898	1
0	774	25930	1
0	775	25983	1
0	776	25994	1
0	777	26026	1
0	778	26058	1
0	779	26106	1
0	780	26138	1
0	781	26170	1
0	782	26202	1
0	783	26234	1
0	784	26266	1
0	785	26298	1
0	786	26330	1
0	787	26362	1
0	788	26394	1
0	789	26426	1
0	790	26474	1
0	791	26506	1
0	792	26538	1
0	793	26570	1
0	794	26602	1
0	795	26634	1
0	796	26666	1
0	797	26698	1
0	798	26730	1
0	799	26762	1
0	800	26810	1
0	801	26842	1
0	802	26874	1
0	803	26906	1
0	804	26938	1
0	805	26970	1
0	806	27002	1
0	807	27034	1
0	808	27066	1
0	809	27098	1
0	810	27146	1
0	811	27178	1
0	812	27210	1
0	813	27242	1
0	814	27274	1
0	815	27306	1
0	816	27338	1
0	817	27370	1
0	818	27402	1
0	819	27434	1
0	820	27482	1
0	821	27514	1
0	822	27546	1
0	823	27578	1
0	824	27610	1
0	825	27642	1
0	826	27674	1
0	827	27706	1
0	828	27738	1
0	829	27770	1
0	830	27818	1
0	831	27850	1
0	832	27882	1
0	833	27914	1
0	834	27946	1
0	835	27978	1
0	836	28010	1
0	837	28074	1
0	838	28106	1
0	839	28138	1
0	840	28186	1
0	841	28218	1
0	842	28250	1
0	843	28282	1
0	844	28314	1
0	845	28346	1
0	846	28378	1
0	847	28410	1
0	848	28442	1
0	849	28474	1
0	850	28522	1
0	851	28554	1
0	852	28586	1
0	853	28618	1
0	854	28650	1
0	855	28682	1
0	856	28714	1
0	857	28746	1
0	858	28778	1
0	859	28810	1
0	860	28858	1
0	861	28890	1
0	862	28922	1
0	863	28954	1
0	864	28986	1
0	865	29018	1
0	866	29050	1
0	867	29082	1
0	868	29114	1
0	869	29146	1
0	870	29194	1
0	871	29226	1
0	872	29258	1
0	873	29290	1
0	874	29322	1
0	875	29354	1
0	876	29386	1
0	877	29418	1
0	878	29450	1
0	879	29482	1
0	880	29530	1
0	881	29562	1
0	882	29594	1
0	883	29626	1
0	884	29659	1
0	885	29690	1
0	886	29722	1
0	887	29754	1
0	888	29786	1
0	889	29818	1
0	890	29866	1
0	891	29898	1
0	892	29930	1
0	893	29962	1
0	894	29994	1
0	895	30026	1
0	896	30058	1
0	897	30090	1
0	898	30122	1
0	899	30154	1
0	900	30186	1
0	901	30234	1
0	902	30266	1
0	903	30298	1
0	904	30330	1
0	905	30362	1
0	906	30394	1
0	907	30426	1
0	908	30458	1
0	909	30490	1
0	910	30522	1
0	911	30570	1
0	912	30602	1
0	913	30634	1
0	914	30666	1
0	915	30698	1
0	916	30730	1
0	917	30762	1
0	918	30794	1
0	919	30826	1
0	920	30858	1
0	921	30906	1
0	922	30938	1
0	923	30970	1
0	924	31002	1
0	925	31034	1
0	926	31066	1
0	927	31098	1
0	928	31130	1
0	929	31162	1
0	930	31194	1
0	931	31242	1
0	932	31274	1
0	933	31306	1
0	934	31338	1
0	935	31370	1
0	936	31402	1
0	937	31434	1
0	938	31466	1
0	939	31498	1
0	940	31530	1
0	941	31578	1
0	942	31610	1
0	943	31642	1
0	944	31675	1
0	945	31706	1
0	946	31738	1
0	947	31770	1
0	948	31802	1
0	949	31834	1
0	950	31866	1
0	951	31898	1
0	952	31946	1
0	953	31978	1
0	954	32010	1
0	955	32042	1
0	956	32074	1
0	957	32106	1
0	958	32138	1
0	959	32170	1
0	960	32202	1
0	961	32234	1
0	962	32282	1
0	963	32314	1
0	964	32346	1
0	965	32378	1
0	966	32410	1
0	967	32442	1
0	968	32474	1
0	969	32506	1
0	970	32538	1
0	971	32570	1
0	972	32618	1
0	973	32650	1
0	974	32682	1
0	975	32714	1
0	976	32746	1
0	977	32778	1
0	978	32810	1
0	979	32842	1
0	980	32874	1
0	981	32906	1
0	982	32954	1
0	983	32986	1
0	984	33018	1
0	985	33050	1
0	986	33082	1
0	987	33114	1
0	988	33146	1
0	989	33178	1
0	990	33210	1
0	991	33242	1
0	992	33290	1
0	993	33322	1
0	994	33354	1
0	995	33386	1
0	996	33418	1
0	997	33450	1
0	998	33482	1
0	999	33514	1
0	1000	33546	1
0	1001	33578	1
0	1002	33648	1
0	1003	33658	1
0	1004	33691	1
0	1005	33722	1
0	1006	33754	1
0	1007	33786	1
0	1008	33818	1
0	1009	33850	1
0	1010	33882	1
0	1011	33914	1
0	1012	33946	1
0	1013	33994	1
0	1014	34033	1
0	1015	34058	1
0	1016	34091	1
0	1017	34122	1
0	1018	34154	1
0	1019	34186	1
0	1020	34218	1
0	1021	34250	1
0	1022	34282	1
0	1023	34330	1
0	1024	34362	1
0	1025	34394	1
0	1026	34426	1
0	1027	34458	1
0	1028	34490	1
0	1029	34522	1
0	1030	34554	1
0	1031	34586	1
0	1032	34618	1
0	1033	34666	1
0	1034	34698	1
0	1035	34730	1
0	1036	34762	1
0	1037	34794	1
0	1038	34826	1
0	1039	34858	1
0	1040	34890	1
0	1041	34922	1
0	1042	34954	1
0	1043	35002	1
0	1044	35034	1
0	1045	35066	1
0	1046	35098	1
0	1047	35130	1
0	1048	35162	1
0	1049	35194	1
0	1050	35226	1
0	1051	35258	1
0	1052	35290	1
0	1053	35338	1
0	1054	35370	1
0	1055	35402	1
0	1056	35434	1
0	1057	35466	1
0	1058	35498	1
0	1059	35530	1
0	1060	35562	1
0	1061	35594	1
0	1062	35626	1
0	1063	35658	1
0	1064	35706	1
0	1065	35738	1
0	1066	35770	1
0	1067	35802	1
0	1068	35834	1
0	1069	35866	1
0	1070	35898	1
0	1071	35930	1
0	1072	35962	1
0	1073	35994	1
0	1074	36042	1
0	1075	36074	1
0	1076	36106	1
0	1077	36138	1
0	1078	36170	1
0	1079	36202	1
0	1080	36234	1
0	1081	36266	1
0	1082	36298	1
0	1083	36330	1
0	1084	36378	1
0	1085	36410	1
0	1086	36442	1
0	1087	36474	1
0	1088	36506	1
0	1089	36538	1
0	1090	36570	1
0	1091	36602	1
0	1092	36634	1
0	1093	36666	1
0	1094	36714	1
0	1095	36746	1
0	1096	36778	1
0	1097	36810	1
0	1098	36842	1
0	1099	36874	1
0	1100	36906	1
0	1101	36938	1
0	1102	36970	1
0	1103	37002	1
0	1104	37050	1
0	1105	37082	1
0	1106	37114	1
0	1107	37146	1
0	1108	37178	1
0	1109	37210	1
0	1110	37250	1
0	1111	37274	1
0	1112	37306	1
0	1113	37338	1
0	1114	37370	1
0	1115	37418	1
0	1116	37450	1
0	1117	37482	1
0	1118	37514	1
0	1119	37546	1
0	1120	37578	1
0	1121	37610	1
0	1122	37642	1
0	1123	37674	1
0	1124	37706	1
0	1125	37754	1
0	1126	37786	1
0	1127	37818	1
0	1128	37850	1
0	1129	37882	1
0	1130	37914	1
0	1131	37946	1
0	1132	37978	1
0	1133	38010	1
0	1134	38042	1
0	1135	38090	1
0	1136	38123	1
0	1137	38154	1
0	1138	38186	1
0	1139	38218	1
0	1140	38250	1
0	1141	38282	1
0	1142	38314	1
0	1143	38346	1
0	1144	38378	1
0	1145	38426	1
0	1146	38458	1
0	1147	38490	1
0	1148	38522	1
0	1149	38554	1
0	1150	38586	1
0	1151	38618	1
0	1152	38650	1
0	1153	38682	1
0	1154	38714	1
0	1155	38762	1
0	1156	38794	1
0	1157	38826	1
0	1158	38858	1
0	1159	38890	1
0	1160	38923	1
0	1161	38954	1
0	1162	38986	1
0	1163	39018	1
0	1164	39050	1
0	1165	39082	1
0	1166	39130	1
0	1167	39162	1
0	1168	39194	1
0	1169	39226	1
0	1170	39258	1
0	1171	39290	1
0	1172	39322	1
0	1173	39354	1
0	1174	39386	1
0	1175	39418	1
0	1176	39466	1
0	1177	39498	1
0	1178	39530	1
0	1179	39562	1
0	1180	39594	1
0	1181	39626	1
0	1182	39658	1
0	1183	39690	1
0	1184	39723	1
0	1185	39755	1
0	1186	39802	1
0	1187	39834	1
0	1188	39866	1
0	1189	39898	1
0	1190	39930	1
0	1191	39962	1
0	1192	39994	1
0	1193	40026	1
0	1194	40058	1
0	1195	40090	1
0	1196	40138	1
0	1197	40170	1
0	1198	40202	1
0	1199	40234	1
0	1200	40266	1
0	1201	40298	1
0	1202	40330	1
0	1203	40362	1
0	1204	40394	1
0	1205	40426	1
0	1206	40474	1
0	1207	40506	1
0	1208	40538	1
0	1209	40570	1
0	1210	40602	1
0	1211	40634	1
0	1212	40666	1
0	1213	40698	1
0	1214	40730	1
0	1215	40762	1
0	1216	40810	1
0	1217	40842	1
0	1218	40874	1
0	1219	40906	1
0	1220	40938	1
0	1221	40971	1
0	1222	41002	1
0	1223	41034	1
0	1224	41066	1
0	1225	41098	1
0	1226	41130	1
0	1227	41178	1
0	1228	41210	1
0	1229	41242	1
0	1230	41274	1
0	1231	41306	1
0	1232	41339	1
0	1233	41371	1
0	1234	41402	1
0	1235	41434	1
0	1236	41466	1
0	1237	41514	1
0	1238	41546	1
0	1239	41578	1
0	1240	41610	1
0	1241	41642	1
0	1242	41674	1
0	1243	41706	1
0	1244	41739	1
0	1245	41771	1
0	1246	41802	1
0	1247	41850	1
0	1248	41882	1
0	1249	41914	1
0	1250	41946	1
0	1251	41978	1
0	1252	42010	1
0	1253	42042	1
0	1254	42074	1
0	1255	42106	1
0	1256	42138	1
0	1257	42186	1
0	1258	42218	1
0	1259	42250	1
0	1260	42282	1
0	1261	42314	1
0	1262	42346	1
0	1263	42378	1
0	1264	42410	1
0	1265	42443	1
0	1266	42474	1
0	1267	42522	1
0	1268	42554	1
0	1269	42587	1
0	1270	42618	1
0	1271	42650	1
0	1272	42682	1
0	1273	42714	1
0	1274	42746	1
0	1275	42778	1
0	1276	42810	1
0	1277	42842	1
0	1278	42904	1
0	1279	42922	1
0	1280	42954	1
0	1281	42987	1
0	1282	43018	1
0	1283	43050	1
0	1284	43082	1
0	1285	43114	1
0	1286	43146	1
0	1287	43178	1
0	1288	43226	1
0	1289	43258	1
0	1290	43290	1
0	1291	43322	1
0	1292	43354	1
0	1293	43386	1
0	1294	43418	1
0	1295	43450	1
0	1296	43482	1
0	1297	43514	1
0	1298	43562	1
0	1299	43594	1
0	1300	43626	1
0	1301	43658	1
0	1302	43690	1
0	1303	43722	1
0	1304	43754	1
0	1305	43786	1
0	1306	43818	1
0	1307	43850	1
0	1308	43898	1
0	1309	43930	1
0	1310	43962	1
0	1311	43994	1
0	1312	44026	1
0	1313	44058	1
0	1314	44090	1
0	1315	44123	1
0	1316	44154	1
0	1317	44187	1
0	1318	44234	1
0	1319	44266	1
0	1320	44298	1
0	1321	44330	1
0	1322	44362	1
0	1323	44394	1
0	1324	44426	1
0	1325	44458	1
0	1326	44490	1
0	1327	44522	1
0	1328	44554	1
0	1329	44602	1
0	1330	44634	1
0	1331	44666	1
0	1332	44698	1
0	1333	44730	1
0	1334	44762	1
0	1335	44794	1
0	1336	44826	1
0	1337	44858	1
0	1338	44890	1
0	1339	44938	1
0	1340	45002	1
0	1341	45034	1
0	1342	45066	1
0	1343	45098	1
0	1344	45130	1
0	1345	45162	1
0	1346	45194	1
0	1347	45226	1
0	1348	45274	1
0	1349	45306	1
0	1350	45338	1
0	1351	45370	1
0	1352	45403	1
0	1353	45434	1
0	1354	45466	1
0	1355	45498	1
0	1356	45530	1
0	1357	45562	1
0	1358	45610	1
0	1359	45642	1
0	1360	45674	1
0	1361	45706	1
0	1362	45738	1
0	1363	45771	1
0	1364	45803	1
0	1365	45834	1
0	1366	45866	1
0	1367	45898	1
0	1368	45946	1
0	1369	45978	1
0	1370	46010	1
0	1371	46042	1
0	1372	46074	1
0	1373	46106	1
0	1374	46138	1
0	1375	46170	1
0	1376	46203	1
0	1377	46234	1
0	1378	46282	1
0	1379	46314	1
0	1380	46346	1
0	1381	46378	1
0	1382	46410	1
0	1383	46442	1
0	1384	46474	1
0	1385	46506	1
0	1386	46538	1
0	1387	46570	1
0	1388	46602	1
0	1389	46682	1
0	1390	46714	1
0	1391	46746	1
0	1392	46778	1
0	1393	46810	1
0	1394	46842	1
0	1395	46874	1
0	1396	46906	1
0	1397	46938	1
0	1398	46986	1
0	1399	47018	1
0	1400	47050	1
0	1401	47082	1
0	1402	47114	1
0	1403	47146	1
0	1404	47178	1
0	1405	47210	1
0	1406	47242	1
0	1407	47274	1
0	1408	47322	1
0	1409	47354	1
0	1410	47386	1
0	1411	47418	1
0	1412	47450	1
0	1413	47482	1
0	1414	47514	1
0	1415	47546	1
0	1416	47578	1
0	1417	47610	1
0	1418	47658	1
0	1419	47690	1
0	1420	47722	1
0	1421	47754	1
0	1422	47786	1
0	1423	47819	1
0	1424	47850	1
0	1425	47882	1
0	1426	47914	1
0	1427	47946	1
0	1428	47994	1
0	1429	48026	1
0	1430	48058	1
0	1431	48090	1
0	1432	48122	1
0	1433	48154	1
0	1434	48186	1
0	1435	48218	1
0	1436	48250	1
0	1437	48282	1
0	1438	48314	1
0	1439	48362	1
0	1440	48394	1
0	1441	48426	1
0	1442	48458	1
0	1443	48490	1
0	1444	48522	1
0	1445	48565	1
0	1446	48587	1
0	1447	48619	1
0	1448	48650	1
0	1449	48698	1
0	1450	48730	1
0	1451	48762	1
0	1452	48794	1
0	1453	48826	1
0	1454	48858	1
0	1455	48890	1
0	1456	48922	1
0	1457	48954	1
0	1458	48986	1
0	1459	49034	1
0	1460	49066	1
0	1461	49098	1
0	1462	49130	1
0	1463	49162	1
0	1464	49194	1
0	1465	49226	1
0	1466	49258	1
0	1467	49290	1
0	1468	49322	1
0	1469	49370	1
0	1470	49403	1
0	1471	49434	1
0	1472	49466	1
0	1473	49498	1
0	1474	49530	1
0	1475	49562	1
0	1476	49594	1
0	1477	49626	1
0	1478	49658	1
0	1479	49706	1
0	1480	49738	1
0	1481	49770	1
0	1482	49802	1
0	1483	49834	1
0	1484	49866	1
0	1485	49898	1
0	1486	49930	1
0	1487	49962	1
0	1488	49994	1
0	1489	50026	1
0	1490	50074	1
0	1491	50106	1
0	1492	50138	1
0	1493	50170	1
0	1494	50202	1
0	1495	50234	1
0	1496	50266	1
0	1497	50298	1
